茅台新苑,南,长宁,低,2,卧室带阳台，地铁直达，上下楼方便，简单装修,450,万,1,72.12,16,仙霞,1989,
宏翔公寓,南,杨浦,高,1,南北直通，卧室带阳台，地铁沿线，高区景观房,262,万,1,51.12,7,黄兴公园,1999,
达安花园,南,静安,中,3,南北户型，客厅朝南，地铁房，黄金楼层,1300,万,2,140.19,16,曹家渡,2003,
建德花园丁香苑,南,普陀,中,2,南北通透，地铁沿线，低楼层，毛坯房,580,万,2,108.36,7,长征,2000,
大统路159弄,南,闸北,高,2,卧室带阳台，地铁直达，视野很好，简单装修,400,万,0,55.42,7,西藏北路,1985,
小红楼,南,浦东,低,2,南北户型，客厅朝南，地铁直达，上下楼方便,600,万,2,91.09,6,三林,2000,
永馨小区,南,长宁,高,2,房型正气，卧室带阳台，出行方便，采光无遮挡,295,万,0,46.79,6,北新泾,1993,
绿洲康城亲水湾（中央区）,南,浦东,中,2,稀缺南北通，带飘窗，出行方便，好楼层,610,万,2,103.76,17,御桥,2007,
罗阳七村,南,闵行,高,2,稀缺南北通，卧室带阳台，交通方便，视野很好,430,万,2,85.16,6,梅陇,1997,
香山新村东北街坊,南,浦东,高,2,厨卫全明，卧室带阳台，交通便利，光线非常好,386,万,1,59.7,6,金杨,1995,
巨东小区,南,浦东,低,2,厨卫全明，卧室带阳台，交通方便，低区出入方便,585,万,1,69.88,6,洋泾,1994,
红旗四街坊,南,闵行,高,2,房型正气，地铁直达，视野开阔，品味装修,228,万,1,60.94,6,老闵行,1989,
梅陇四村,南,徐汇,高,2,厨卫全明，卧室带阳台，交通便利，高区采光好,639,万,1,105.76,25,华东理工,1996,
航天公寓,南,徐汇,低,6,稀缺南北通，地铁沿线，低楼层，品质装修,1750,万,4,203.56,7,漕河泾,2010,
行知家园,南,宝山,高,2,房型正气，厨卫全明，交通便利，视野开阔,570,万,2,100.23,5,大华,1997,
浦东南路1380弄,南,浦东,中,1,南北直通，厨卫全明，地铁直达，好楼层,310,万,1,47.14,5,陆家嘴,1987,
新泾五村,南,长宁,高,2,稀罕南北通，地铁房，光线非常好，中等装修,445,万,1,74.44,6,北新泾,1996,
梦蝶苑,南,徐汇,低,3,南北通，卧室带阳台，地铁房，低楼层,900,万,2,128.92,24,龙华,1997,
虹桥机场新村,南,长宁,高,2,南北直通，地铁房，高区阳光房，简单装修,285,万,1,56.44,6,西郊,1988,
虹叶花苑,南,虹口,高,3,南北直通，厨卫全明，交通方便，视野很好,1180,万,2,173.08,8,四川北路,1997,
凌高小区,东,浦东,低,2,出行方便，上下楼方便，中等装修，满五减税,460,万,1,89.62,24,洋泾,1995,
城丰路15弄,南,浦东,高,3,南北通透，地铁直达，视野开阔，精装修,360,万,2,107.9,5,川沙,1996,
银都新村（1至7区）,南,闵行,中,1,稀缺南北通，卧室带阳台，地铁沿线，好楼层,218,万,1,42.12,6,颛桥,1995,
化工二三村,南,徐汇,低,2,厨卫全明，卧室带阳台，地铁房，低楼层,288,万,0,45.71,6,华东理工,1988,
盛源公寓,南,浦东,中,3,房型正气，厨卫全明，出行方便，楼层好,690,万,2,114.35,6,三林,2003,
新梅广场,南,闵行,高,3,南北通透，带飘窗，交通便利，采光无遮挡,750,万,2,145.02,12,古美,2000,
欣安大厦,南,静安,中,2,南北通，卧室带阳台，出行方便，楼层好,880,万,2,150.73,28,静安寺,1996,
西南小区,南,虹口,高,2,出行方便，光线非常好，简单装修，房本满五年,308,万,0,44.65,6,曲阳,1979,
浣纱五村,南,杨浦,高,2,厨卫全明，卧室带阳台，地铁房，视野很好,540,万,1,95.71,25,黄兴公园,1997,
静安新城（一区）,南,闵行,中,1,地铁直达，好楼层，简单装修，房本满五年,290,万,1,49.2,6,静安新城,1998,
建德花园玫瑰苑（公寓）,南,普陀,低,2,房型正气，地铁沿线，上下楼方便，毛坯房,525,万,2,95.27,6,长征,2005,
永怡公寓,南,闵行,高,3,房型正气，出行方便，高区阳光房，简单装修,790,万,2,137.62,11,龙柏,2002,
采菊苑,南,宝山,低,2,南北通，客厅朝南，交通便利，低楼层,350,万,1,78.1,10,顾村,2008,
纯翠苑,南,浦东,高,3,南北通透，地铁房，高区阳光房，品质装修,748,万,2,135.61,6,三林,2001,
绿水家园,南,闵行,高,2,南北通，客厅朝南，交通便利，高区景观好,800,万,2,111.7,14,莘庄,2005,
金鹤新城双佳翠庭,南,嘉定,低,2,南北直通，地铁直达，低楼层，简单装修,400,万,2,76.07,11,江桥,2007,
丰庄四村,南,嘉定,中,2,卧室带阳台，光线充足，中等装修，满5年,330,万,1,65.96,6,丰庄,1996,
广海花园,南,闵行,中,3,南北通，客厅朝南，光线充足，省装修费,596,万,2,104.98,6,七宝,1995,
潼港一村,南,浦东,中,2,光线充足，简单装修，满5年，看房有钥匙,230,万,1,54.4,6,外高桥,1990,
铂庭俱进家园,南,浦东,低,2,厨卫全明，客厅朝南，低楼层，拎包入住,500,万,2,86.47,20,高行,2010,
春港丽园（公寓）,None,浦东,低,3,上下楼方便，中等装修，满5年，马上看房,425,万,1,86.12,6,张江,2000,
海尚明城,南,宝山,低,2,稀罕南北通，厨卫全明，低楼层，省装修费,385,万,2,96.7,11,杨行,2008,
三花现代城,南,宝山,低,2,房型正气，带飘窗，低楼层，简单装修,508,万,2,89.29,14,高境,2010,
绿庭尚城,南,松江,低,2,南北通透，带飘窗，低楼层，拎包入住,415,万,2,103.45,27,九亭,2008,
上川路1468弄,南,浦东,低,3,南北直通，厨卫全明，低楼层，装修精致,356,万,2,94.31,6,曹路,1995,
虹浦新城,南,闵行,低,1,厨卫全明，卧室带阳台，低区出入方便，省装修费,240,万,1,55.22,11,浦江,2008,
宝仪花苑,南,闵行,中,3,厨卫全明，卧室带阳台，好楼层，中等装修,480,万,1,79.15,6,七宝,1996,
平阳绿家园,南,闵行,中,3,稀罕南北通，厨卫全明，楼层好，品质装修,595,万,2,99.24,5,古美,2000,
宛平南路493弄,南,徐汇,低,2,稀罕南北通，卧室带阳台，地铁沿线，低楼层,745,万,2,100.06,6,徐家汇,1994,
国和一村,None,杨浦,中,1,卧室带阳台，交通便利，光线充足，有钥匙,240,万,1,40.44,6,中原,1993,
密二小区,南,虹口,中,1,卧室带阳台，交通便利，好楼层，简单装修,250,万,0,36.91,6,曲阳,1983,
白玉大楼,西,普陀,中,1,厨卫全明，卧室带阳台，地铁直达，好楼层,330,万,1,45.47,17,武宁,1990,
阳光欧洲公寓,南,杨浦,高,3,南北直通，地铁房，视野很好，中等装修,860,万,2,126.28,9,中原,1999,
富特五村,南,浦东,高,2,厨卫全明，卧室带阳台，地铁直达，采光无遮挡,270,万,1,58.34,6,外高桥,1993,
开鲁六村,None,杨浦,中,1,厨卫全明，卧室带阳台，交通方便，光线充足,233,万,1,41.58,6,中原,1989,
浦发绿城,南,浦东,低,1,厨卫全明，卧室带阳台，地铁直达，低区出入方便,310,万,1,54.75,6,三林,2004,
双花公寓,南,杨浦,中,2,卧室带阳台，交通便利，黄金楼层，装修精美,520,万,0,77.7,19,黄兴公园,1991,
屹立家园,南,宝山,中,3,稀缺南北通，带飘窗，地铁沿线，楼层好,600,万,2,112.13,6,共康,2003,
御桥馨华苑,南,浦东,高,3,南北通透，带飘窗，交通方便，高区阳光房,680,万,3,107.43,6,御桥,2004,
新凯城玉兰苑,None,松江,低,1,厨卫全明，客厅朝南，交通便利，上下楼方便,220,万,1,52.95,13,泗泾,2012,
市光四村,南,杨浦,高,2,厨卫全明，卧室带阳台，交通方便，视野很好,335,万,1,60.08,6,中原,1990,
大二小区,南,虹口,低,1,卧室带阳台，地铁直达，低楼层，简单装修,250,万,0,37.6,6,曲阳,1985,
九州花苑,南,杨浦,中,2,厨卫全明，卧室带阳台，地铁沿线，楼层好,670,万,1,103.14,6,黄兴公园,1995,
鑫都佳园,南,普陀,高,2,稀罕南北通，客厅朝南，地铁直达，高区景观好,560,万,2,88.19,6,万里,2001,
云舫小区,东,虹口,高,3,地铁房，采光无遮挡，简单装修，房本满五年,510,万,0,75.41,18,北外滩,1989,
锦蝶苑,南,徐汇,高,3,卧室带卫，卧室带阳台，交通方便，高区景观好,1110,万,2,127.58,26,徐家汇,1999,
浦江大厦,北,长宁,中,2,卧室带阳台，交通方便，黄金楼层，拎包入住,600,万,2,110.48,34,新华路,1998,
闻喜小区,南,闸北,高,2,厨卫全明，卧室带阳台，地铁房，光线非常好,299,万,1,51.58,6,彭浦,1985,
龙柏六村,南,闵行,高,2,厨卫全明，卧室带阳台，交通便利，视野开阔,385,万,1,66.5,6,龙柏,1995,
上南九村,南,浦东,低,2,厨卫全明，卧室带阳台，出行方便，低区出入方便,500,万,1,78.08,24,世博,1993,
虹延小区,南,长宁,中,1,厨卫全明，卧室带阳台，出行方便，上下楼方便,268,万,1,40.53,5,西郊,1995,
金杨六街坊,南,浦东,中,3,出行方便，楼层好，中等装修，房本满五年,535,万,1,83.08,6,金杨,1994,
世纪之门,北,普陀,低,2,地铁直达，低区出入方便，房本满五年，有钥匙,465,万,1,59.36,23,长寿路,2001,
明园公寓,南,杨浦,高,2,卧室带阳台，交通便利，光线非常好，省装修费,490,万,1,76.01,24,东外滩,1994,
地杰国际城（E欧泊时光）,南,浦东,低,2,厨卫全明，带飘窗，地铁直达，低区出入方便,450,万,2,84.8,27,御桥,2009,
柏丽华庭,南,宝山,低,3,南北通，交通方便，上下楼方便，省装修费,560,万,2,120.27,18,杨行,2007,
浦发绿城,南,浦东,中,3,南北通，出行方便，好楼层，简单装修,568,万,2,119.56,6,三林,2004,
幸福老公寓,南,静安,高,2,房型正气，地铁沿线，光线非常好，拎包入住,560,万,2,70.29,6,静安寺,1936,
长江路20弄,南,宝山,中,1,厨卫全明，卧室带阳台，地铁直达，黄金楼层,185,万,1,38.91,6,淞南,1992,
梧柏小区,南,闵行,高,1,厨卫全明，卧室带阳台，交通方便，高区阳光房,210,万,1,38.84,6,航华,1995,
桃林小区,东,浦东,低,2,厨卫全明，卧室带阳台，地铁直达，低楼层,880,万,2,107.33,24,源深,1997,
住友公寓,东,徐汇,低,2,卧室带阳台，客厅朝南，出行方便，低区出入方便,540,万,1,82.16,22,万体馆,1997,
科乐苑,南,徐汇,中,2,稀罕南北通，卧室带阳台，地铁房，楼层好,850,万,2,108.54,24,徐家汇,1998,
延吉七村,南,杨浦,中,2,南北通透，卧室带阳台，出行方便，黄金楼层,350,万,1,54.19,6,黄兴公园,1986,
东方莱茵,南,闸北,低,5,稀缺南北通，厨卫全明，交通便利，低楼层,1750,万,2,247.09,26,不夜城,2003,
新江湾时代花园,南,杨浦,低,2,出行方便，上下楼方便，中等装修，满五减税,580,万,2,81.29,6,新江湾城,2000,
大上海城市花园,南,普陀,高,3,交通便利，光线非常好，中等装修，房本满五年,1220,万,2,133.71,15,长寿路,2004,
新梅共和城,南,闸北,低,3,稀罕南北通，带飘窗，出行方便，低区出入方便,930,万,2,115.74,14,大宁,2004,
太阳都市花园,南,黄浦,低,2,厨卫全明，客厅朝南，交通便利，低楼层,1100,万,2,113.54,24,豫园,1999,
广中五村,南,虹口,低,1,厨卫全明，卧室带阳台，交通方便，上下楼方便,230,万,0,34.0,6,凉城,1978,
斜土路486弄,南,黄浦,高,2,厨卫全明，卧室带阳台，地铁房，高区景观好,325,万,1,40.65,7,五里桥,1984,
零陵路190弄,南,徐汇,中,3,厨卫全明，卧室带阳台，出行方便，黄金楼层,488,万,0,62.05,5,斜土路,1981,
瑞虹新城（二期）,南,虹口,中,2,厨卫全明，客厅朝南，交通方便，光线充足,936,万,2,93.47,39,临平路,2005,
浦东世纪花园（公寓）,南,浦东,高,5,南北通，地铁沿线，视野很好，装修精美,2450,万,3,248.39,16,花木,2002,
樱花路89弄,南,浦东,高,3,南北通，客厅朝南，地铁沿线，采光无遮挡,758,万,2,99.58,6,花木,2006,
罗山六村,南,浦东,低,2,卧室带卫，卧室带阳台，出行方便，低楼层,373,万,1,64.98,6,金杨,1990,
漕泾一村,东,徐汇,高,2,交通便利，视野开阔，简单装修，满五年,498,万,1,67.89,6,康健,1987,
泉东二小区,南,浦东,中,2,稀罕南北通，厨卫全明，交通便利，黄金楼层,500,万,0,42.03,6,潍坊,1991,
民华小区,南,虹口,中,1,厨卫全明，卧室带阳台，交通便利，黄金楼层,270,万,1,48.16,6,江湾镇,1989,
香楠小区,东,浦东,低,2,厨卫全明，卧室带阳台，地铁沿线，低区出入方便,350,万,1,60.69,6,张江,1995,
梅陇二村,南,闵行,低,1,厨卫全明，卧室带阳台，出行方便，低楼层,250,万,1,42.35,6,梅陇,1988,
兴国路271弄,南,徐汇,低,1,卧室带阳台，交通方便，低楼层，经典装修,500,万,0,34.3,6,衡山路,1988,
梧桐城邦（公寓）,南,宝山,低,2,南北通透，客厅朝南，交通方便，上下楼方便,615,万,2,84.13,10,大华,2011,
新城金郡,南,嘉定,中,3,稀缺南北通，带飘窗，交通便利，光线充足,365,万,2,94.19,6,嘉定新城,2013,
新凯家园,None,松江,低,2,厨卫全明，卧室带阳台，地铁直达，上下楼方便,285,万,1,77.71,14,泗泾,2006,
海杨公寓,None,杨浦,低,2,厨卫全明，卧室带阳台，地铁直达，低区出入方便,540,万,1,66.92,7,东外滩,1999,
梧桐城邦（别墅）,None,宝山,None,4,地铁沿线，简单装修，满2年，钥匙房,1490,万,2,282.06,None,大华,2010,
延吉七村,南,杨浦,中,1,交通便利，黄金楼层，品质装修，满二减税,268,万,1,43.62,14,黄兴公园,1987,
古北瑞仕花园,东,长宁,低,4,出行方便，低区出入方便，精装修，满二年,1900,万,2,229.61,33,古北,2006,
明园森林都市,南,闸北,低,3,南北户型，厨卫全明，地铁房，低楼层,970,万,2,147.9,33,大宁,2013,
控江七村,南,杨浦,高,2,南北直通，地铁直达，采光好，中等装修,260,万,1,43.41,5,控江路,1979,
东外滩1号,南,杨浦,低,2,带飘窗，客厅朝南，地铁房，上下楼方便,750,万,2,91.6,32,周家嘴路,2012,
翠湖天地御苑,南,黄浦,低,3,南北通透，交通便利，低区出入方便，省装修费,2560,万,2,193.56,31,新天地,2006,
上青佳园,南,普陀,高,2,出行方便，高区景观好，装修精美，满二减税,580,万,1,78.15,29,长寿路,2004,
中华小区,南,长宁,中,2,卧室带阳台，地铁房，楼层好，省装修费,330,万,0,47.67,7,新华路,1996,
绿地世纪城（二期）,None,普陀,低,3,厨卫全明，客厅朝南，地铁沿线，低楼层,910,万,2,114.21,34,武宁,2003,
永新花苑,南,徐汇,低,3,稀缺南北通，厨卫全明，地铁直达，低楼层,1450,万,2,155.03,33,徐家汇,1999,
中祥哥德堡,南,闵行,中,3,南北直通，厨卫全明，交通方便，光线充足,790,万,2,130.18,18,莘庄,2004,
武泰公寓,南,静安,高,2,厨卫全明，卧室带阳台，出行方便，高区景观房,950,万,2,101.93,24,南京西路,2000,
汪家井小区,南,普陀,高,2,南北户型，地铁沿线，采光无遮挡，中等装修,270,万,1,51.89,6,甘泉宜川,1987,
静安新城（八区）,南,闵行,低,2,南北户型，地铁直达，低楼层，省装修费,550,万,2,89.34,6,静安新城,1999,
河风丽景,南,长宁,高,5,地铁直达，高区景观好，毛坯房，房本满五年,1550,万,3,247.83,18,天山,2007,
龙柏花苑（公寓）,北,长宁,中,2,南北户型，卧室带阳台，地铁沿线，好楼层,880,万,2,153.87,13,西郊,1998,
隆昌路702弄,南,杨浦,高,2,厨卫全明，卧室带阳台，地铁沿线，采光好,267,万,1,47.38,6,周家嘴路,1979,
通河一村,南,宝山,高,1,厨卫全明，卧室带阳台，交通便利，高区景观好,206,万,1,38.97,6,张庙,1986,
德州二村,南,浦东,高,1,卧室带阳台，地铁房，采光无遮挡，简单装修,235,万,1,38.12,5,世博,1985,
长隆住宅小区,南,杨浦,中,1,稀缺南北通，卧室带阳台，地铁沿线，光线充足,270,万,1,40.65,7,周家嘴路,1987,
金芙苑,南,浦东,高,4,出行方便，光线非常好，中等装修，房本满五年,880,万,3,190.91,6,金杨,1997,
辽源一村,南,杨浦,高,2,南北通，卧室带阳台，交通方便，高区采光好,345,万,1,49.87,6,鞍山,1983,
永明大厦,东,黄浦,中,2,地铁沿线，好楼层，品质装修，房本满五年,860,万,2,110.54,24,蓬莱公园,2001,
宜川六村,南,普陀,高,1,厨卫全明，客厅朝南，出行方便，高区阳光房,228,万,1,43.37,7,甘泉宜川,1985,
德州二村,南,浦东,中,2,稀缺南北通，卧室带阳台，出行方便，低楼层,300,万,1,54.94,5,世博,1987,
浦江世博家园十三街坊,南,闵行,高,3,南北户型，地铁沿线，高区采光好，省装修费,505,万,2,107.98,14,浦江,2006,
万邦都市花园,南,浦东,中,1,厨卫全明，客厅朝南，地铁直达，光线充足,475,万,1,57.63,16,北蔡,2004,
翔川家园,南,浦东,高,3,南北直通，厨卫全明，地铁沿线，光线非常好,570,万,2,98.96,6,川沙,2008,
财富海景花园,西,浦东,低,3,房型正气，带落地窗，交通方便，低区出入方便,2200,万,2,200.18,35,陆家嘴,2006,
东体小区,南,虹口,中,1,厨卫全明，卧室带阳台，交通方便，光线充足,293,万,1,39.36,6,曲阳,1982,
金恒小区,南,浦东,中,2,出行方便，好楼层，简单装修，房本满五年,355,万,1,54.08,6,北蔡,1995,
毕加索小镇（一期）（公寓）,南,浦东,低,2,地铁沿线，低楼层，品质装修，满五年,589,万,2,185.0,8,唐镇,2010,
申亚新华府,南,长宁,低,4,南北通透，地铁直达，低楼层，装修精致,1450,万,2,189.59,30,新华路,2002,
花苑村丁香园,南,徐汇,高,2,稀缺南北通，交通便利，采光好，简单装修,362,万,1,54.54,6,康健,1992,
大木小区,南,徐汇,低,2,南北通，卧室带阳台，地铁直达，低楼层,370,万,1,46.24,6,斜土路,1982,
蓝色港湾（公寓）,南,闵行,高,2,稀罕南北通，地铁房，采光无遮挡，精装修,560,万,2,86.0,6,古美,2004,
漕溪大楼,南,徐汇,中,3,卧室带阳台，地铁沿线，黄金楼层，毛坯房,600,万,0,80.66,14,徐家汇,1975,
南杨花园,南,浦东,高,2,厨卫全明，卧室带阳台，地铁直达，光线非常好,378,万,1,64.53,6,北蔡,1996,
茅台雅苑,南,长宁,低,2,稀罕南北通，卧室带阳台，交通便利，低区出入方便,510,万,1,70.0,24,仙霞,1992,
临沂大楼,东,浦东,高,2,厨卫全明，卧室带阳台，交通方便，高区采光好,520,万,2,88.27,25,南码头,1997,
新明星花园,南,闵行,高,3,房型正气，卧室带卫，地铁房，视野很好,495,万,2,103.87,6,航华,1997,
曙光苑,None,浦东,中,2,南北通透，卧室带卫，地铁直达，黄金楼层,520,万,2,114.77,7,川沙,2001,
淮海中路1412弄,南,徐汇,低,7,地铁沿线，低楼层，毛坯房，房本满五年,3900,万,3,379.91,6,衡山路,None,
金地湾流域（公寓）,南,浦东,低,4,南北户型，卧室带阳台，交通便利，上下楼方便,760,万,2,84.09,6,三林,2009,
学林苑,南,宝山,高,2,南北通，地铁直达，高区景观房，装修精致,450,万,2,99.68,6,上大,2004,
金谷苑,南,长宁,低,1,厨卫全明，出行方便，低楼层，中等装修,305,万,0,42.98,19,中山公园,1994,
番禺大厦,东,长宁,高,2,厨卫全明，卧室带阳台，交通方便，高区阳光房,530,万,0,70.66,29,新华路,1999,
荣丰花园,南,杨浦,高,3,厨卫全明，卧室带阳台，地铁房，高区阳光房,680,万,1,99.84,6,东外滩,1995,
建工天峰公寓,南,虹口,高,2,厨卫全明，卧室带阳台，出行方便，视野很好,690,万,1,81.37,18,曲阳,1996,
瑞冬小区,南,长宁,高,2,厨卫全明，卧室带阳台，地铁房，采光无遮挡,360,万,1,51.82,6,北新泾,1994,
高弘家苑,南,浦东,低,1,厨卫全明，客厅朝南，地铁房，低楼层,400,万,1,59.37,15,金桥,2011,
浦江东旭公寓,南,浦东,低,2,厨卫全明，卧室带阳台，交通便利，低楼层,420,万,2,87.14,18,金桥,2009,
广中扩大小区,南,虹口,低,2,厨卫全明，卧室带阳台，地铁房，上下楼方便,265,万,0,40.02,6,凉城,1989,
龙山新村,南,徐汇,低,2,地铁沿线，低楼层，简单装修，有钥匙房源,340,万,0,48.43,6,万体馆,1953,
龙山新村,南,徐汇,低,2,交通方便，上下楼方便，简单装修，钥匙房,340,万,0,48.58,6,万体馆,1953,
绿洲康城亲水湾（中央区）,None,浦东,低,3,厨卫全明，带飘窗，地铁沿线，上下楼方便,760,万,2,129.67,22,御桥,2012,
东二小区,南,浦东,中,2,厨卫全明，卧室带阳台，地铁沿线，楼层好,340,万,1,66.62,6,金桥,1996,
长海一村,南,杨浦,高,2,南北通透，厨卫全明，地铁沿线，光线非常好,320,万,1,58.68,6,中原,1995,
